3ehx_A -2.292_-4.242_-5.148
6nvg_A 17.740_-7.250_-7.786
4yc8_A 14.800_48.459_1.486
4nrc_A -27.963_-9.472_0.460
2yac_A -43.394_10.529_9.783
5th2_AB -7.943_4.107_-28.402
1fsg_AC 17.074_40.741_-13.220
5nwd_AH 6.663_37.637_10.009
3mam_A 19.732_-19.272_-9.949
2ypp_AB 95.400_-39.494_-18.590
5g5v_A 134.925_91.944_64.937
5zqo_AB 11.967_70.347_19.182
4cft_AB 11.774_13.651_35.140
2jst_AB -0.177_0.618_-1.376
2fqy_A 33.550_61.080_11.052
4oaz_AR 14.186_54.416_6.634
1xkk_A 17.734_33.900_37.908
3nes_AB 0.490_0.145_-3.832
2be2_ABCD 51.264_-26.379_26.852
5cyv_AB 97.685_150.780_82.039
5gr9_B -33.649_3.425_8.352
2ig0_A -5.349_2.409_7.653
2ybk_A -26.501_-21.602_4.666
4d2t_A 0.659_-1.836_-9.641
3vi7_AD 13.516_3.827_77.247
2rfn_A 61.225_12.925_118.106
3hkq_A 16.561_4.584_14.585
1d5r_A 34.841_87.667_24.893
4nmq_A 34.400_24.034_30.812
4zei_A -15.856_-28.039_17.835
4zls_AB 17.919_22.478_18.398
4lph_F 4.663_74.373_27.725
5m4c_A -13.351_-4.897_-10.611
3v4t_ABCD -37.507_5.559_12.502
2m3o_W -6.238_-25.749_-10.520
1xt8_A -8.577_81.810_-29.697
4bg6_ABR -18.724_7.190_1.423
3h2a_A -77.492_84.196_91.824
1kuk_A 10.991_9.799_6.319
3qbn_A -2.506_33.732_-2.853
5mob_A 15.208_11.639_3.740
1d1p_A -5.059_2.173_29.428
3b27_A 10.402_2.345_13.534
4ym4_A 44.689_4.671_8.349
6huu_ABCDEFGHIJKLMNOPQRSTUVWXYZab 61.658_-134.459_38.630
6elp_A 2.032_34.681_24.814
3lzs_AB -9.743_15.663_0.282
4prp_ABDE -18.239_20.958_-11.203
5k13_A 53.170_-10.207_14.504
4r6w_A 8.683_3.171_29.315
6ftw_A -21.704_117.564_349.091
5izq_A -7.692_20.858_-2.405
6hld_A 52.475_-35.877_-7.178
4ibc_A 2.604_20.970_1.247
5y1u_A 178.711_-8.002_135.822
3pz2_AB 4.994_18.299_27.364
6nkp_A -7.195_-30.063_13.881
4u7o_AB -4.497_16.572_-32.294
5d1r_AB -16.873_-8.165_158.857
3doy_ABCDEF -14.509_-17.360_-12.662
5a3h_AB 60.946_45.595_36.523
3ff3_AB 17.554_42.446_17.546
3qkd_A -9.466_-14.027_10.928
6rvl_A -4.116_4.094_14.873
6n0p_A -43.017_24.153_-4.854
5n3v_E 11.691_39.719_-5.989
3bl9_AB -0.312_5.309_-15.056
4j1i_A 18.160_-40.931_6.901
6n17_A 7.684_-16.662_-34.433
4dst_A 25.509_13.917_12.720
6o5g_A 4.281_59.983_115.480
6gw1_AB -46.841_-1.875_-10.576
5x5o_A 10.672_3.150_10.076
4q0l_AB -0.625_-19.397_-8.593
1wht_ABCD 64.440_34.806_71.690
4u7v_AB 8.334_16.137_11.469
1xq0_A 21.645_31.794_19.619
4cga_A -18.209_9.408_6.756
6hzx_A 38.318_44.570_10.558
5ely_ABCDE 21.382_45.690_42.824
4wko_A -36.346_-46.412_12.148
5lz8_A 25.984_3.882_-2.582
6a1c_A -0.615_11.567_24.242
1g4j_A -3.289_5.110_14.306
6g3c_A -9.733_10.962_21.127
1cpi_AB 5.732_-2.284_14.466
6bh3_A -22.326_18.826_5.396
3bho_A 18.820_3.916_20.838
3s2o_A -17.961_40.110_8.428
4c1u_AB -17.254_20.061_-14.966
2ohv_A 36.227_34.712_69.882
6hvj_A 40.405_-40.349_12.654
1kz8_AF 44.359_84.076_20.428
2xz5_ABCDE -13.394_-11.088_37.484
6g28_A 11.633_4.830_-23.080
5yls_ABCDEF 16.455_226.305_42.078
4r5t_A 14.115_10.219_12.801
1hmt_A 19.797_34.815_56.872
4qmt_A 22.197_8.528_70.412
3feg_A 23.159_59.262_2.578
1nj1_A -31.741_-81.350_-36.465
2l11_A 10.190_2.998_-0.256
6di0_A 22.306_7.057_1.615
5jgb_A -19.891_-49.276_-17.922
1ajx_AB 12.993_23.096_5.524
3b7r_L 34.624_8.189_2.155
3qu0_A -38.316_-80.487_-47.638
1ydr_EI 8.220_9.188_3.516
5tt3_AB 54.422_42.645_87.318
3oy3_A 14.608_6.904_3.595
5xpo_AC 12.338_3.918_25.206
5nkn_A -11.348_14.440_-20.469
3fsj_X 26.815_6.046_23.962
5ele_ABCDEK 16.248_-2.539_-30.169
6ooy_ABC -11.999_1.600_-19.067
4m7y_AB -5.223_18.533_-26.483
5kx7_B 33.998_40.214_59.584
2gg5_A 14.728_-0.309_16.876
3lkz_A -6.591_5.024_-3.060
2pnc_ABCD 35.534_-11.195_42.231
5i8b_A 31.732_12.137_14.025
3ay9_A -5.584_17.509_-15.925
5ett_B 29.842_5.406_-22.019
5du8_ABC -19.400_26.444_-36.451
3ozj_AB 15.766_13.863_18.065
4og5_A -12.983_12.161_-11.736
3ggw_AB 32.355_-7.152_72.071
2kff_A 12.197_10.226_-6.974
2v6n_A -17.514_-42.609_-19.841
4ufu_A -38.770_-12.348_11.963
4n9d_AB 16.531_4.858_-0.038
4no6_ABCDEFGHIJKLMNOPQRSTUVWXYZab 11.364_-136.867_17.658
4cc3_A 18.591_-30.659_11.506
1axs_HL 8.563_-5.452_53.071
1ad8_HIL 16.072_-7.634_21.873
2itk_A 37.537_28.588_24.890
4wzv_A 3.261_7.994_22.137
5c83_A -14.272_-19.094_-5.811
4qw6_ABCDEFGHIJKLMNOPQRSTUVWXYZab 60.470_-134.953_36.721
5ixf_A 4.538_-5.669_6.318
4v11_A -10.907_1.595_69.854
4cu7_A 98.222_11.988_6.464
5kdf_A 31.462_15.449_24.493
5gmu_A 2.299_4.502_5.091
2b7d_HLT -13.770_4.272_10.060
4g69_A -4.029_-13.944_21.206
6g3y_A 5.405_11.774_27.723
3sl1_A 37.990_-16.586_24.181
5lvx_ABCDEFGH 0.690_-33.753_-26.186
3sqq_A -95.487_8.921_-47.535
4dfw_A -21.604_-7.878_19.874
4xum_A 20.996_7.924_16.160
3syr_A 33.415_22.317_27.519
3pj8_A 12.688_9.577_-10.782
4ucr_A 20.809_96.560_12.679
4e93_A 1.519_20.022_28.265
5kqf_A 17.732_39.811_-9.007
1b11_A 23.419_3.130_29.792
2g8n_A 27.921_44.608_16.170
5k6a_ABCD -30.980_-15.033_14.719
5xvw_AB -8.300_-1.132_-29.768
5yun_ABCD -24.967_0.563_-18.056
3g31_A -0.870_41.208_24.179
5u2e_A -35.026_14.003_-3.813
4pry_A 39.235_11.246_70.146
3hf8_A 7.121_2.229_20.445
3bxs_AB 4.851_1.997_11.509
4q1c_AB -31.989_11.889_-3.696
1ohr_AB 5.171_-1.686_14.187
6sfc_B 32.594_0.307_35.993
5cap_A -53.318_-0.841_-24.785
5t1l_AB 23.216_35.218_30.814
1ywi_A 1.230_7.622_0.529
4g8l_A 17.173_-27.218_29.359
4lh3_AB 19.613_0.821_-1.775
4kb9_AB 13.583_20.984_16.984
3n1w_F 4.301_76.886_28.080
2rk8_A 22.383_2.478_4.789
5f63_A 12.274_-8.820_-3.636
2xx5_A 16.622_1.509_4.173
5ofv_AB -26.005_15.010_6.246
6er3_ABCD 56.129_7.173_30.222
4ph4_B -0.023_4.051_-12.615
5mt4_A 9.009_9.888_5.304
3axz_A 45.291_3.635_9.953
2drc_AB 18.509_68.802_42.654
4km2_A 13.080_2.641_18.331
3vtr_AB -34.532_64.686_42.657
2wcx_A 29.348_12.864_7.735
5koq_A -45.614_0.122_10.036
2y81_AB 8.249_4.899_21.809
4cby_A 26.573_0.773_33.446
1ypj_HIL 17.300_-12.436_21.072
5w92_A 131.467_103.674_418.685
4qvx_AB -18.952_4.599_5.662
3oob_A 28.386_31.763_17.959
4nzn_A -7.568_17.655_15.423
5ukm_ABG -29.950_-42.566_-4.614
4ncn_A -12.082_19.137_10.398
1sqt_A 22.337_17.954_35.020
4a9m_AB 19.324_12.321_-10.530
188l_A 27.309_7.007_3.932
1tok_AB 36.507_18.271_-4.972
6f6r_AB 1.397_33.762_6.233
4omc_A 28.221_28.516_-5.771
4m0e_ABCD -17.263_-42.318_25.908
3chg_D 13.048_-19.080_22.278
2wl5_ABCD 12.106_21.538_21.858
4h42_U -27.597_-17.057_11.116
5enb_A -24.081_3.528_-8.347
4zw3_A 90.111_119.700_11.556
6fni_A 17.772_93.677_2.481
3kqb_AL 36.246_31.146_16.909
3zmp_A -12.011_-15.416_-37.108
5m7m_AB 17.264_1.070_30.497
5h13_A 28.533_14.112_11.363
4ysl_AB -26.578_26.524_-17.509
4nl1_A -24.122_42.563_15.790
6m8d_A 5.131_27.563_25.932
9hvp_AB -8.866_15.778_28.186
3h3c_A 16.781_-10.009_4.392
3o0g_BE -5.964_60.429_60.714
1dzm_A -0.342_25.887_12.365
3bb1_AB 0.501_49.734_44.539
1bdr_AB -8.938_16.090_27.471
6gvz_A -13.072_-51.477_13.433
4mm4_A 115.264_-16.697_104.805
3tku_AB -5.659_-73.230_19.184
5hv1_A -17.695_29.265_-11.826
1ecv_A 9.977_45.746_19.570
2gph_A 26.143_25.420_21.583
6ej3_A -18.432_-38.823_-8.470
4n9e_AB 14.215_6.751_-0.528
3d3x_A 70.011_-7.240_12.356
2c5x_AB 2.967_47.240_1.607
6faa_A -8.753_5.490_-47.427
2o4n_AB 12.233_19.840_17.708
6g37_A 12.900_10.165_12.730
1lkl_A 26.436_-0.473_-0.108
3udd_A -23.095_-1.577_10.245
1lzo_AB 40.554_19.918_20.577
4o0j_A 46.452_-15.236_28.108
5obg_ABCDE 32.325_19.764_23.687
2wi1_A 31.516_9.159_25.208
5ufi_A 6.025_2.527_48.029
4dju_A 21.626_10.992_21.586
1d8m_B 3.816_50.182_53.655
1uu7_A 20.543_86.655_3.964
5fue_A 44.635_35.977_87.704
4ad2_A -46.709_71.514_-15.164
5ti3_A 48.284_37.442_76.569
3mvj_AJ 17.953_15.881_14.319
4tzn_A 257.646_-93.045_-33.376
3b4p_AB 41.380_1.282_92.555
2d41_A 9.245_34.620_72.766
5iq6_A -30.589_-66.115_-11.894
6oxz_AB 70.673_56.180_16.548
5ewy_A 22.850_33.054_21.298
6dyn_A 7.259_-3.046_14.459
1gi9_AB 9.635_5.504_24.289
2y1d_AB 42.778_9.393_23.327
5kns_AB -35.469_42.567_-42.706
3p55_A 18.004_7.207_14.395
1y0l_HL 18.722_88.258_41.884
6cj5_A 6.905_54.465_13.311
3kgu_AB 0.083_-0.126_-6.196
4i7c_A -63.705_67.999_-16.453
5hfb_A 39.049_54.620_22.722
4jft_A -16.728_11.448_32.967
1xp1_A 31.457_-1.820_24.230
4jvb_B 21.646_-5.843_-14.468
1y98_A -27.148_58.296_1.434
6dh1_AB 122.638_56.939_16.878
5sxk_AB 57.584_45.251_74.366
4g5f_AB 14.352_9.882_5.698
5zuj_A 14.822_9.879_-12.393
4ztq_A 5.539_-27.049_-7.036
1j15_A 7.593_50.150_55.872
1w10_U 30.715_9.687_28.828
2k1q_A 11.280_-3.785_-2.185
2zp0_HLT 33.901_6.287_10.241
1zd4_A 15.898_10.713_138.244
3u6h_A 22.929_3.756_-17.507
5gwy_ABE -35.473_34.886_-32.970
6md7_A 23.353_41.534_3.912
4jyu_HL 5.444_36.386_25.783
4ba3_A 1.603_5.682_7.811
4u0f_A -14.848_82.733_3.740
4qem_A 2.212_-19.594_-5.130
3l13_A 21.856_63.470_20.825
2ou7_A 40.356_11.560_37.029
5u4d_AB -21.205_-0.118_-25.855
1sw1_A 13.760_2.673_15.329
5ws3_A 42.830_40.076_-53.486
5boy_AB -9.253_26.732_48.347
1xxh_ABCDE 52.882_83.614_25.633
1zdp_E 37.204_41.649_-3.105
2iog_A 32.465_-1.104_25.199
3slz_AB -4.190_3.626_10.358
4qzs_A 10.168_-6.985_-2.468
2wtc_A -9.090_48.824_8.149
5jr6_AB -36.601_68.356_240.960
3a73_A 28.764_33.159_-58.744
5j7j_A 3.163_-5.291_-1.026
6gxe_A 18.281_7.364_14.826
4crl_AB -1.437_13.700_-6.528
4w9i_ABC 12.767_52.683_88.665
6d59_ABC 35.210_30.048_22.414
6d08_A -2.842_-24.503_-1.570
2k7l_A 6.019_-2.943_7.616
5t4b_ABCDEFGHI 37.606_50.181_39.782
1gaf_HL 60.295_-9.398_12.536
6b4n_AB 16.972_23.744_16.826
2vvo_AB 34.283_10.421_-10.048
3tpr_A 69.692_46.322_6.473
5c3p_A 19.616_20.987_95.408
4us4_A -16.224_-16.763_28.081
5hi7_A 13.395_-12.919_-21.703
6q9y_A -5.357_9.666_-14.604
3u5l_A 29.587_16.398_-1.647
3nif_ABGHIL 50.987_104.946_74.129
4pg9_AB 58.556_25.272_-5.196
4gtr_AB -71.284_-19.859_4.715
2ie4_AC 32.196_-45.692_-41.416
4waf_AB -1.241_9.058_-16.746
1i2s_AB 25.807_-6.564_14.647
4mbl_A 41.265_2.861_2.248
3hp2_A 35.365_38.053_22.147
3zim_A -22.100_11.370_28.529
3hk1_A 12.604_19.485_-7.231
1b74_A 21.717_34.767_28.862
4pnn_A 24.398_48.817_-0.656
5wcm_A 42.367_25.862_54.889
3u0d_A 17.946_19.407_4.232
6c9s_AB 5.266_4.216_11.790
6ps3_A 2.861_5.272_52.716
5oss_AB -19.326_-29.219_-5.593
3hmo_A -36.676_-14.756_-12.057
2gbf_AB 14.466_38.268_-81.237
5ypw_AB -21.858_15.805_-30.314
3iw7_A 20.539_1.118_-22.938
3roc_A 35.468_38.164_23.856
5he0_ABG -17.450_26.612_17.408
2y6c_A -8.495_-18.381_-8.216
3rse_ABCDEFG 31.499_15.512_14.935
4mq6_AB 14.890_10.023_0.592
2qcf_A 13.297_10.884_38.154
4u0n_A 170.022_-103.875_36.515
5mrp_A 4.321_23.321_-19.446
2wxk_A 11.948_-5.921_23.411
2evm_A -3.187_-1.024_8.573
5x9h_AB 11.344_4.785_158.550
6cd8_A 37.877_63.388_4.586
4xhl_A 28.614_37.213_1.777
2qm7_AB 1.586_-21.439_37.903
1bmk_A 1.694_12.028_28.399
6eqx_A 49.862_-35.239_-6.441
2y80_AB 8.207_4.901_21.267
1xb7_A -8.874_69.296_15.931
4aia_A 29.105_-21.223_2.334
4w4s_AB 0.759_-12.196_-6.110
3o4k_ABCD 15.309_20.224_-22.963
6gj5_A -21.426_-26.739_-16.440
1x8b_A 3.786_54.323_26.494
4dmy_A 11.845_26.195_11.267
6qg4_A -24.939_9.423_-6.377
3ehn_AC -47.374_-29.248_19.856
2p4y_AB 14.434_5.809_12.528
2lk1_A 0.455_2.153_9.155
4dk8_ABCD 41.139_65.706_41.370
4bo6_ABCD -8.175_-2.183_-33.447
3tdj_AB 75.666_18.402_28.402
6b8y_A 5.300_8.894_4.962
2x9f_A 12.120_6.638_11.967
4p74_ABCD 45.672_23.463_22.287
5x33_A 114.053_178.707_283.282
2lya_A 6.323_11.390_-26.771
4tk0_A 26.287_45.916_0.774
4dv8_A 15.789_19.666_26.707
1a1c_ABC 41.700_-7.113_42.375
4rfy_A 24.772_8.343_2.583
5cs2_A 29.472_-33.145_-1.703
4ynd_A -11.232_-9.734_10.265
5t54_ABCD -10.921_46.793_12.379
1gno_AB -7.866_16.821_25.322
4yth_A 14.268_13.445_3.790
4e20_A 32.413_-10.803_26.817
4qmm_A 128.695_4.448_73.808
2cnh_A 16.053_20.493_77.879
6fmk_ABC 12.833_53.609_88.801
4l70_A 20.706_-4.275_12.697
5mt0_A 8.855_10.386_4.994
6f28_A -45.909_-21.753_-17.558
5tg5_A 3.817_31.310_-15.147
6oe0_A -3.293_7.501_81.342
4fi9_A 11.749_-37.523_-27.774
5vad_AB -35.874_9.606_33.804
3jqa_ABCD 9.221_-10.310_14.554
3q96_AB 24.889_-3.614_-7.008
5m4i_A -17.587_4.917_18.896
2f14_A -2.925_9.996_13.200
6pgx_A -6.444_12.022_77.640
3qai_AB -5.953_-1.978_19.447
1oq5_A 16.667_6.488_13.074
3coj_X 5.217_-14.926_-16.969
4oag_AB 78.727_-15.749_8.125
5kdr_AB 13.846_-9.431_21.652
4j3u_AC 140.417_5.217_-0.345
3qcj_A 22.441_30.405_60.696
4q3q_A -42.088_-19.117_49.003
6ccy_A -10.964_16.525_-32.172
1il9_A 1.506_1.216_8.007
4mhs_A 35.370_24.229_31.111
2wky_AB 33.289_-0.175_77.010
2vvn_A 6.693_-10.778_4.255
5fs5_A -6.968_1.964_-0.313
5v41_A 5.015_27.396_7.367
2bpm_AB -7.754_203.769_112.595
6ic2_A -4.422_5.135_13.754
5opu_A 5.007_-4.465_17.492
4xaq_AB -8.347_35.387_27.727
1i41_ABCD 93.434_-52.068_80.793
2qd6_AB 15.960_22.823_17.053
5h09_A 4.232_-0.285_0.395
4kc2_A 15.711_20.264_7.554
5itd_AB 1.060_114.833_16.913
2vb8_AB 40.090_71.078_59.829
6cq1_AB -13.132_3.438_-1.577
5db1_A -12.138_13.676_11.829
5nea_A -3.957_3.926_14.651
1mq5_AL 7.623_4.954_20.697
5hz6_A 15.140_-3.622_-21.085
6mjw_A 35.253_11.867_10.760
6gi6_A -13.175_154.277_161.752
3sv8_A -5.310_16.529_10.899
2xu3_A 20.543_6.091_7.636
2xke_A -25.179_8.163_18.266
4rlp_A 76.201_30.392_6.650
2r3k_A 1.673_28.008_8.875
6m7i_A 5.432_27.208_32.294
1l8g_A 13.578_45.057_18.993
5yg2_AB 32.808_44.435_22.062
4d2d_A -23.198_-18.933_-1.473
3n2u_A 3.097_-3.476_2.977
2zu3_A 16.372_10.710_27.387
6b7a_AB -34.884_-34.837_56.085
1lhe_HIL 16.500_-13.668_22.414
2il2_AB -53.479_-20.475_-33.527
4rxh_BC -31.881_87.595_201.907
5j7q_ABC -18.645_-0.574_-24.863
2qlj_ABCDFG -38.644_33.656_-32.914
6gvx_A 4.562_-7.001_2.085
6pi6_A -12.668_2.391_-4.326
4own_AB -20.055_-25.515_13.993
5mo8_A 6.824_134.958_357.449
5m29_A -39.955_-32.310_-19.508
6r1c_B 27.916_16.449_29.266
5ipc_AB -30.899_6.442_-26.496
4mc9_AB 12.651_22.783_5.398
6b5t_HL -3.675_-2.339_9.727
1dfo_AB 12.432_80.632_47.906
3u4u_A 22.416_31.598_9.534
4hkk_AB -5.958_-11.270_-12.156
3wv3_A 44.982_-4.734_-12.671
3l3n_AB 42.797_8.547_112.438
4q3u_A -42.503_19.152_39.781
5vk0_A -14.941_-15.069_-22.539
5g45_AC -29.183_4.693_-16.224
4axd_A -22.656_2.348_-18.934
3qnd_ABC 33.879_4.088_-22.237
5fto_A 4.167_20.378_7.109
6f29_A -4.614_28.929_-14.506
2j79_A -1.482_10.604_9.228
5ti5_A -10.790_-6.999_1.749
3oxi_AJ -1.286_-0.274_-31.474
3uev_A -2.859_10.580_18.796
5i23_A 11.560_157.584_139.531
5ncz_A -5.007_-51.345_22.874
5fao_A -12.091_-16.610_40.148
4az3_ABCD -34.966_13.211_19.285
1a52_AB 106.696_14.751_96.230
4m1j_AC 24.983_31.385_7.947
4css_A -6.101_47.674_-10.387
6qqt_AB -21.789_21.294_-10.072
6nzv_A -14.139_10.843_-14.236
4bw3_A 13.718_2.992_8.799
6slg_AB -3.031_5.884_12.617
5sve_AB 9.659_-17.302_29.809
4zme_A 16.711_-11.608_5.677
1waw_A 7.074_-8.003_19.198
5jap_A 17.762_8.225_-5.415
1v79_A 60.475_66.393_46.978
4uix_A 24.409_-4.755_17.108
1xuc_A -11.381_26.358_47.274
4y5i_ABG 15.724_8.650_12.422
2aux_A 12.070_64.880_76.163
5tys_AB -9.442_16.179_-0.163
2w1d_A 3.203_32.889_5.473
1pun_A -9.430_-10.142_-3.872
4dli_A 24.249_-16.706_-10.166
5jjr_A 27.792_174.028_18.922
2nno_A -4.031_3.763_14.730
2vj6_A 29.937_2.665_33.964
2qrk_A 33.555_1.463_9.996
3hlo_A 5.279_-1.139_13.430
5o1c_A 91.666_92.627_-44.811
2xp3_A 39.256_-17.048_12.655
2g19_A 3.715_44.881_25.747
4lpg_F 5.030_73.544_27.456
1tow_A 21.038_4.937_1.726
4mue_AB 14.628_10.158_0.575
2h6t_A -1.657_20.292_12.789
1a99_A 183.912_7.570_63.514
4n99_AB -25.164_0.118_-23.727
3oj8_AB 40.030_-42.119_7.683
5lvl_A -14.547_-4.453_-8.220
1hvy_AB 0.488_12.336_17.657
4oz1_AB 21.164_-65.404_96.656
5ji8_A 5.971_8.585_8.707
1h5u_A 19.533_13.343_57.373
2xeg_ABCDE 24.004_49.549_43.599
6d1x_A 25.991_16.636_22.089
5ags_A -17.914_5.051_-12.035
4dfu_A -6.184_25.987_-33.481
3twj_AB 16.344_32.971_17.552
4cfx_CD -35.171_17.072_32.709
2x8i_A 3.783_-3.720_40.038
4app_A 44.834_20.525_17.375
2vkm_A -2.807_-3.656_31.771
3g5v_AB 24.937_10.964_-11.280
2r9s_A 13.292_14.646_26.146
3zj6_A 18.186_19.959_35.950
3lp7_A 23.226_-15.883_7.008
4lbl_AB -0.390_-9.888_2.903
2jj3_AB 77.157_40.216_69.915
2byr_ABCDE 6.760_-0.294_-12.156
5pzm_B 17.642_9.183_72.276
4z88_A -26.501_-6.323_-45.608
2wm0_ABC 30.042_72.565_-5.009
4oeu_A -78.404_-8.492_41.300
2rjr_AB -24.930_10.797_30.931
3br9_A 93.723_8.477_56.216
2ydo_A -29.444_8.875_-23.057
4q46_A 23.946_1.185_1.871
6ng0_AB -34.306_-83.202_-20.903
5c2e_B -8.189_-2.320_20.531
5npc_A 29.358_80.050_36.394
6g2m_A -3.924_24.210_28.026
4x0u_AB 63.709_69.037_9.562
3w33_A 16.855_33.794_12.722
5om2_AB 4.848_-17.877_-15.241
5hvy_AB -3.896_-22.311_154.987
1d6v_HL 9.233_13.289_-5.837
2nyr_AB 9.137_-14.256_10.209
4mds_A -15.677_15.776_-24.299
1ycm_A 7.414_-3.720_-7.250
6fug_A 5.534_-2.352_-7.631
3wt7_AC 6.063_4.156_58.220
5m04_A -0.684_41.288_8.791
4ca4_AB 0.261_-38.471_37.433
3o0e_ACELNP -2.995_0.459_29.032
3fvh_A -0.950_14.787_8.532
4arw_AD 35.913_3.237_10.132
1unl_AD 59.649_28.795_27.258
5mih_ABCD 15.326_-32.639_13.202
2nsj_A 14.236_-13.456_-13.484
1vso_A 39.534_5.607_6.902
3tam_AB 8.719_11.502_16.983
5ie1_A 66.922_49.487_10.771
3r9d_A 65.753_80.328_-11.981
3zov_A -18.814_41.282_91.466
1zaj_ABCD 3.288_-30.893_50.152
4jzf_HL 10.172_39.064_24.231
6mbo_AB -12.951_10.181_5.570
2xii_A -28.572_3.356_26.004
3vv6_A 17.691_39.465_-8.675
2esm_AB -2.135_136.974_19.484
1akt_A -5.767_32.788_16.969
5ha9_AB -12.900_4.179_-6.790
1nq7_AB 24.526_29.252_7.795
4lq9_A -27.469_-27.742_-0.245
3ll8_AB -24.593_-22.061_13.623
2knh_A 14.970_-5.973_0.912
3r42_A 7.053_14.275_-6.616
4qta_A 29.249_54.975_34.925
5tzd_J -36.585_11.622_-1.839
3s1h_A 92.542_80.013_-48.055
2w08_ABCDE 18.421_15.648_55.504
6bic_A 41.854_69.023_-6.766
1il4_A 0.958_1.051_7.423
5x9o_A -39.310_7.469_-12.676
3n3g_A 10.803_-10.805_15.444
4c61_A 14.100_3.612_41.731
6q3q_ABb -58.381_-7.789_-1.860
5ulp_A -3.290_-0.646_26.720
4mg7_ABCD -5.837_-3.113_22.422
3w69_A -15.611_3.370_-12.396
3ce0_A 19.256_-6.919_13.329
3kc0_ABCD 19.234_59.944_16.586
5hed_A 38.033_52.175_22.795
5ald_A -17.479_-9.066_11.284
2jxr_AB -19.223_63.531_37.763
4xwk_A 79.640_-2.207_-5.204
5obr_A 6.533_-10.560_-12.546
6dkb_A -20.737_5.334_-21.161
4or0_A 9.712_18.165_122.469
4hzt_A 10.490_-16.672_8.625
4p5e_AB -36.889_11.869_23.429
6bmx_A 14.252_41.736_31.277
5ans_A -26.428_-4.686_-6.163
3vuc_A 179.445_200.778_100.498
3wjw_A 17.712_38.801_36.335
5kit_AB 14.954_5.293_-0.395
1jn2_P 22.861_27.352_30.563
6gmx_ABC -4.096_-9.568_23.518
4zsh_AB 60.669_45.776_31.428
4d1y_AB -35.691_-8.237_28.867
6e9w_AB -65.025_-8.032_-46.335
1u9w_A 61.380_13.738_-6.513
2nw4_A 27.473_1.862_4.053
2qd9_A -2.822_-1.004_24.684
5lgt_AB -65.948_-36.922_-35.128
1o2q_A 43.602_-0.939_30.943
2xu1_A 32.025_-28.223_-13.871
2qt5_A 10.626_22.964_6.350
1ijr_A 61.510_25.211_34.400
3e7o_AB -31.208_-32.742_23.857
5lz7_A 25.894_3.659_-2.816
3lpp_BG 39.755_58.652_79.018
5ci7_A -2.603_-38.508_-15.465
5w4r_AB -31.057_3.594_-3.090
2cem_AB 11.550_22.948_5.359
1wax_A 42.310_13.348_67.319
4fai_A -30.786_-3.472_42.065
6dh0_AB 122.170_57.254_16.858
5eue_AB 9.529_-17.061_-12.941
4x7h_A -12.713_31.898_28.480
5il1_AB 29.661_21.610_26.975
5ntk_A 20.128_6.368_25.076
1dxp_A 7.596_23.462_8.356
4bjc_A 11.345_6.903_18.399
1kyn_A 26.942_32.594_-11.366
1p6e_A 40.280_22.759_0.568
3hek_AB 14.201_-1.744_52.220
3tnh_AB 51.340_-14.962_-12.572
5aep_A 32.460_13.566_-3.722
5h5o_AB 6.584_-18.261_10.676
1dzj_A -0.016_26.705_12.921
1db1_A 11.025_23.289_34.406
2iw8_AB 5.247_44.225_51.572
2pe2_A -2.851_38.035_44.669
5jas_A 16.888_8.318_-5.510
4kz3_A 21.996_5.352_9.310
3uvq_A -2.474_0.589_-21.439
1o3j_A 43.609_-2.507_29.788
2w8f_ABCDE 44.565_34.564_56.811
6c7g_A 7.256_6.584_1.840
6ax1_A -13.420_-13.058_-15.719
4pgh_AB 81.905_64.531_89.481
5yz2_AB 17.187_7.386_5.296
1xlx_A 2.526_1.839_-10.114
4cj4_AB -10.461_45.678_0.884
5qay_A 12.715_-92.432_150.365
3g1d_AB 20.685_-0.511_9.166
5ct7_A -19.006_11.069_-8.873
4bh4_ABCD 27.223_-0.956_-11.220
4mm9_A 188.863_-16.894_99.522
6pve_A -2.687_1.583_-7.271
5jh6_A -15.476_-49.983_-18.656
4yhp_ABCDEFHLQ -3.409_-19.142_-22.422
1h1r_AB 5.648_44.398_51.544
1wzy_A 7.775_8.278_42.867
6g7f_ABCDEFGHIJKLMNOPQRSTUVWXYZab 60.598_-138.660_42.797
1tze_E 41.570_53.571_49.935
4ie4_A 32.016_-6.945_-22.680
2xzw_ABC -11.024_-21.917_-23.546
4pn1_ABF 107.667_56.549_175.460
2qq7_A 7.329_-7.027_-3.342
4lov_A 10.779_-6.866_-38.258
4pmp_A 33.391_-33.049_-6.928
4nud_A -15.926_7.644_-4.476
4aza_A -42.739_-6.225_-9.717
1njt_ABF 47.991_69.091_14.199
4m5n_A 43.742_-15.881_-8.525
4ufy_A -39.573_-12.183_12.143
3sr4_A 43.969_49.359_6.196
4avh_A -63.548_-18.374_-21.585
1q83_ABC 33.149_23.538_11.322
3wix_A -10.548_7.305_-56.522
6hop_A -22.726_15.855_-12.906
5iu4_A -20.172_9.212_16.789
3f38_A 34.010_-0.083_35.307
6ipj_A 248.886_464.322_101.649
5nt4_AH -6.378_-37.675_9.989
3g2u_A -6.467_-15.148_-9.857
2byh_A 5.024_1.492_9.637
5zaj_U -27.769_-16.364_-0.654
4prd_AB 1.830_-13.331_37.944
2csm_A 72.931_73.035_19.622
